party_id,document_text,document_lemmatized
RV,""," sammen om en ny vej frem . så være det nu . vi skulle til folketingsvalg . det være jeg virkelig glad for . for Danmark stå over for en afgørende valg . skulle dansk politik køre videre i den samme gammel spor , eller skulle vi finde ny svar og ny måde at samarbejde på ? vi være ikke i tvivl . Danmark have brug for en ny vej frem.af sofie carst nielsen , foto : mads claus rasmussen / ritzau scanpix for virkelighed kalde for alvor på sammenhold og ansvar . stor krise true med at definere , hvordan vi kunne leve vores liv nu og i fremtid . klimakrise , trivselskrise , velfærdskrise . sikkerhedskrise og krig i Europa . men vi få ikke løse kris med et-partiregeringer eller gammeldags blokpolitik , hvor rød og blå parti råb af hinanden i sted for at finde fælles løsning til land god . det drive kun splittelse , hvor vi burde stå sammen . derfor have vi brug for en ny start . tænk , hvis vi turde gøre nogen anden , end vi pleje , for faktisk at skabe nogen ny ? så kunne vi for alvor tage fat på danmark stor og vigtig udfordring . få sætte Turbo på den grøn omstilling . hjælpe barn og ung , som mistrive , og familie , som have det svær . sikre en ansvarlig økonomi som fundament for velfærd . kort sige finde ambitiøs , langsigte og holdbar svar , som gælde for al borger uanset deres baggrund . så vi sætte menneske fri til at leve liv , der give mening for de , i en grøn , frit og stærkt Danmark . det kræve , at vi sammen finde en ny vej frem . derfor ønske vi vi også en ny regering , som ikke være en rød hold eller en blå hold , men en ny hold på midte . en hold , som ville løse den stor krise , Danmark stå overfor , og som ville lede land på en ny måde . en sammenholdsregering , der samle rød og blå – og bedrive politik , som vi kunne have tillid til . som stå på værdi og knokle for kompromis . jeg tro på den dansk folkestyre – særligt i en krisetid . jeg glæde jeg helt vildt til at føre valgkamp med I al sammen . vi få brug for , at samtlige radikal komme af hus , række ud til dansker , tale med de om deres håb og drømme for fremtid , lytte til deres bekymring og vise de , hvordan vi kunne løse de og hvad vi kunne sammen , hvis vi turde tænke ny . jeg håbe meget , at du ville være med . rigtig god valgkamp ! "
RV,""," landsmøde : lokalpolitisk beretning . tine hessn være formand for radikal venstre kommunal- og regionspolitisk netværk . her få du hendes lokalpolitisk beretning fra landsmød 2022.kære landsmød , hvor være det dejlig at se I . og hvor være det dejlig at stå her på talerstole for at afgive en lokalpolitisk beretning . jeg hedde tine hessn . jeg være vælge til byråd i furesø kommune , hvor jeg være kulturudvalgsformand og gruppeformand – men jeg stå her , som formand for kommunal- og regionspolitisk netværk i parti . og hvad være så det for en størrelse ? jo , vi være en netværk som bestå af meget end 100 radikal politiker som repræsentere parti land over . helt nøjagtigt være vi 12 indvalgt regionsrådspolitiker og 95 indvalge kommunal- og byrådspolitiker , som have vi være i gang siden vi blive vælge i november sidste år – og lige nu barsle vi med budgetaftale rundt omkring i den ganske land . og det være ikke være den nem i år . men jeg ville gerne starte en helt anden sted – med en lille fortælling : der være en gang en kommune i Danmark . den ligge langt væk fra den stor by . i det nogen kalde udkanten . det være en dejlig sted . natur være storslå . der være kyst , hav og dyreliv . lokalsamfund være stærk og kulturliv blomstret . men ikke al være god . der være en mørke – og det være oppe på rådhus . for oppe på rådhus skændte politiker højlydt med hinanden . uenigheder om stor og småt blokere for løsning på problem , med en økonomisk presset ældrepleje , trængsel på vej og klimasikring af kyst . problem der kalde på god løsning fra byråd . men der ske ingenting . kun at borger blive dødtrætte af deres politiker . men så blive den forår , og en lille gruppe borger , med socialliberal værdi , have sætte hinanden stævn i en dagligstue . de være selv utilfreds med situation og blive enig om at gøre nogen ved det , og – da det nu være i dannevang – så danne de straks en forening – en radikal partiforening . det skulle nok løs problem mene de . og så gå de i gang . mål være klar : der skulle skabe dialog og god løsning i byråd . derfra gå de selv i dialog : med erhvervsdrivende , leder af børnehave og skole , deres naboer og folk fra kulturliv . den samle skrald i natur . den arrangere musikarrangement . de tale med menneske , der hvor man kunne møde de i lokalsamfunden – og den lytte . og da der i efterår skulle vælge ny medlem til byråd være den radikal hold blive kendt - folk have tillid til de , og det blive belønne af meget end hver fjerde vælge i stemmebokse sætte deres kryds ved liste B. den fire ny radikal lokalpolitikere komme dermed i byråd . og under valgnatten forhandling på rådhus blive en af de sågar vælge som by borgmester ! og således være den ny byråd klar til arbejde for borger i lokalsamfund . se det være jo en rigtig eventyr – men det være faktisk også en rigtig historie . for det ske på fanø sidste år . i 2021 gå radikal venstre på fanø fra 0 medlem af byråd til 4 , efter at have mangle repræsentation i over 40 år . i vise vi anden vej . så herfra skulle lyde en stor tillykke til borgmester Frank og fire fantastisk fanøpolitiker – og til fanøs borger som gå lyser tid i møde ! og hvorfor fortælle jeg I den historie i dag ? fordi den sige nogen om parti potential . fanø være nemlig langt fra den eneste succeshistorie ved lokalvalg 2021 . det være den tredje kommunal valg i træk med fremgang for radikal venstre . der være også kommun hvor vi gå tilbage , og en borgmesterpost der forsvinde – men vi komme igen og samle se få vi med 94 mandat i 59 kommun den god kommunalvalg i næsten fem årti . vi gå frem i hel land – ikke blot i land stor by , men også i den lille kommun - og vi kunne nu i sandhed kalde vi en kommunalpolitisk parti ! og vi gå frem i region , med hel 50 % ! ! ! ! fra 8 til 12 mandater- mange sidde nu i , gruppe , vi få mange næstformandspost og have nu plads i al dansk region udvalg . og vi kunne det med indflydelse . det være værd at bemærke , at vi være dygtig til at veksle mandat til indflydelse . forholdsmæssigt dygtigere end anden parti . med udvalgsformandsposter . i konstitueringsaftal - ofte over midte – og i den daglig opmærksomhed på den mærkesage der rent faktisk optage vores borger og medarbejder . mærkesage som børnehaven , skoletilbudde – hjemme- og ældreplejen . boligpolitik og cykelstie . integration og beskæftigelsesindsatse . varmeplane og klimaplan . erhvervspolitik – og fritidsfacilitet . og ikke lille sundhed og sygehus . forebyggelse og psykiatri . palett være bred for vores lokalt vælge politiker . og derfor betyde det nogen at have stor repræsentation – tæt på hvor borger være . det være sådan , at danmark være blandt den land der have det mest vidtrækkende og udbrede lokal selvstyre . med stor grad af decentralisering og en økonomi , der i lang stræk – men ikke helt - følge med . vi vide , at der være stor tillid til lokalpolitikere end til lands-/folketingspolitikere . måske være det samarbejdsfor fra kommun og regione , som være lige præcis den medicin som skulle inspirere politiker på christiansborg ? gerne til at til at lave endnu mange politisk aftale – måske endda i en regering hen over midte ? så vi kunne genvide tillid til politiker . centralt i den lokal selvstyre som politisk værdi , stå også tillid . tillid til , at menneske med lokalt kendskab være bedst til at træffe lokal beslutning . hvad enten det være forælder i skolebestyrelse – eller pædagog i børnehave . men lokalpolitik kræve manøvrerum , og den lokal selvstyre være under pres i denne år . der være for mange regel og fra christiansborg . for meget topstyring . lovforslag der begrænse det handlerum og den frihed som lokalpolitikere have brug for , for at finde frem til den god løsning lokalt . så hermed en klar opfordring til christiansborg . vi ville gerne have politisk retning , ramme og finansiering . det være jeres opgave . men den detaljeret styring af kommun og regione opgavevaretagelse ville vi frabe vi . så løse vi opgave bedre . og der vente stor opgave . vi have klimakrise , trivselskris og velfærdskrise . lade jeg give velfærdskrise lidt lokalpolitisk ord med på vej . vi stå midt i den . penge og smarte teknologie alene være ikke nok , så længe der ikke være menneske nok til at udfylde vagtplan i børnehaven , på plejecentre og sygehus . vi høre dagligt nødråb fra medarbejder . det gå for hurtigt , og det betyde først og fremmest mangel på tid til at løse opgav ordentligt og med nærvær . resultat være endnu mange barn , der mistrive . ensom gammel . syg menneske , der vente på behandling i årevis . borger med handicap der ikke tilbyde mulighed . der være derfor brug for at tænke ny , hvis vi skulle løse velfærdskrise . så , sæte nu kommun og regione fri fra unødvendig regel – og fri til at håndtere mangl på medarbejder ! og her tale jeg om en ambitiøs frihedsreform . den afgrænse frikommuneforsøg , skabe erfaring , men det gå ikke hurtigt nok . vi skulle have frigive medarbejder til at arbejde meget direkte med borger – hvor de kunne bruge deres egen faglighed som kompas i sted for centralt fastlage standarder og unødvendig papirdokumentation . vi skulle sætte fri – og vise tillid . og vi skulle gøre det nu . men vi have brug for hjælp . for det være på tide at få lave en bred forankre national kompromis om mangle på arbejdskraft . en aftale der sikre , at kommun og regione fortsat kunne levere velfærd til borger . men også , at den privat sektor have medarbejder til rådighed . det burde være hovedopgav , som en ny regering sætte sig for at løse sammen med kl og dansk regione , inden for den første 100 dag af regeringstid . og på den radikal lokalpolitiker ønskeseddel , være der fem ingrediense til den plan : så kær folketingsgruppe . vi være glad for jeres 2030-plan og for jeres tilgang til at fremtidssikre velfærdssamfunde . det være politik der dure – det være politik med potential . og det gøre det mulig at genoprette borg tillid til vi som politiker . tak for det . i det kommunal- og regionspolitisk netværk have vi stor ambition . vi ville spilel hinanden god og styrke samarbejde i hel parti . vi ville gøre både lokal- og landspolitik stærkere . vi ville insistere på at udnytte potential gennem dialog . med lokal og landspolitik – med medlem og med borger . for politik - det være nogen vi skabe sammen . så til vores mange dygtig folketingskandidat , som være i fuld gang med valgkamp . vi heppe på I , og stå klar til at hjælpe , lytte og sparre både før , under og efter valg . det starte med eventyr på fanø – men det slutte ikke der . for vi agte at male hel landkortet magenta ad åre . sammen . rigtig god valgkamp , og rigtig godt landsmøde ! "
RV,""," tak til marian jelved . efter 35 år i folketing takke marianne jelved af efter næste valg . derfor blive hun fejre ved radikal venstre landsmøde . her kunne du se eller gense hyldest til marianne samt læse sofie carst niels tale . kær marianne , forleden være det 35 år siden , du blive vælge til folketing første gang . og 55 år siden at du blive uddanne lære . du være formand for radikal venstre folketingsgruppe i 17 år . og du være lige blive 79 . wauw . sikken en liv . i Storbritannien være der erklære landesorg , fordi dronning Elisabeth være død . hun blive 96 år . du være spil-levende , og det være vi glad for ! og her være ingen landesorg . men her være en eftertænksomhed . og vi tage vi tid til at fejre din mange , mange år som folkevalgme for radikal venstre . for lige om lidt være der valg , og så slutte din tid i folketing . vores tid med marian jelved slutte ikke i dag . for selvom jeg være klar over , at du måske ikke ville bryde du om sammenligning , så være du – som dronning Elisabeth i Storbritannien – for vi i radikal venstre en menneskelig institution . du være en del af den klippe , vi have bygge radikal venstre op omkring . i radikal venstre have vi en marianne-pris , en sølvstøbning af den håndtask du blive så berømt for at kunne slå med , hvis situation kræve det . i overføre betydning . vi ved al sammen , at den sidste , du kunne finde på , være at involvere du i fysisk håndgemæng . men jeg have tænke på den i den her dag . forsøge at søge styrke i den . for jeg vide , at du og den håndtask en gang forhindre , at valg blive udskrive , da Poul Nyrup synes , det skulle være . fordi du synes , det ville være forkert . man kunne godt sige , at du på en måde bestemt , hvornår der skulle være valg . det synes jeg godt , man kunne finde inspiration i . det kunne man i den grad også i din bog ” al have sin pris ” , selvom den være 22 år gammel . her sige du for_eksempel : ” hvad være det så , der drive jeg , lærer og politiker ? der være en enkel svar : jeg have en forestilling om , hvad der være rigtig og forkert , og jeg have en overbevisning om , at det kunne lade sig gøre at forandre verden , så det blive en god verden . når jeg opleve , at nogen være forkert , så føle jeg en ansvar for at ændre det . det være ikke kun verden som sådan med al dens system , der være interessant . nej , det være også den ansvar , jeg have , vi al have , for den mulighed , vi give hinanden for , at vi hver især og i fællesskab med anden kunne skabe en god liv . vel at mærke det , den enkelt selv føle , være en god liv . en liv , der også have betydning for anden . ” det være meget , meget marianne jelvedsk . men det ligne også til forveksling den formål , vi have definere for vi selv i folketingsgrupp . ” vi ville sætte menneske fri til at leve den liv , der give mening for de . ” og det have drive du . gennem politik og gennem din lærerliv . og den sidste have du båret med gennem politik altid . måske tone du det ned nogen år som økonomiminist , men i den tid , jeg have være en del af folketingsgrupp med du , der være det kun komme til at fylde meget og mere igen . du blive lære i 1967 ovenpå den blå betænkning fra 1960 , der blive til i en læseplansudvalg med radikal kreste helveg peterse som formand . den blå betænkning lægge indirekte afstand til 50’ folkeskolelov og få med reformpædagogisk tanke introducere den hel menneske i skole . den hel barn . det få gennemgribende indflydelse . til det bedre . nu slutte du i folketing med at have få udarbejde den grøn betænkning for kort tid siden sammen med lotte rod – og ikke mindst sammen med al den klog menneske , praktiker , lærer , leder og elev , der udgøre skole i dag . det være en nytænkt betænkning til en ny tid og med en ny arbejdsform , hvor langt mange blive involvere undervejs . men også den være en opgør med den overstyring , som folkeskolereformen og process om den desværre medfødt . der være en oprør i du og din håndtask . vi vide det . også selvom man ikke kunne se det . og tak for det ! og på den måde slutte du ring så utrolig flot . kær marianne . du have meget at gøre endnu . du skulle skrive ! vi glæde vi sådan til at læse . og du skulle se din familie , din børnebørn og din ven . og lure jeg om du ikke også skulle holde oplæg , holde højskole og gøre al det , der gøre du til marian jelved . ingen over . ingen ved side af . kær marianne . du komme med al det der være du til vores parti . og du løfte og bar i årti ! og så få du endda Jens rosendahls smuk sang optaget i soss ” rød ” sangbog . heller ikke det have nogen nogensinde overgå . tak for den hel . tak for at være du . "
SF,"","sf ville reducere landbrug areal med 15 pct .. Danmark ligge i top over den land , hvor landbrug fylde mest af arealet , og det gøre det meget svær at nå vores klimamål . derfor ville sf tage 15 procent af landbrug ud af drift : ” skifte regering have forsøge at få tage landbrug ud af drift med generøs støtteordning , men det have stor se ikke flytte nogen . hvis vi skulle nå vores klimamål i 2025 , være vi simpelthen nødt til at tage ske i den anden hånd og indse , at landbrug være nødt til at fylde mindre i Danmark . ellers blive klimakamp utroligt meget svær og dyr at vinde ” , sige pia olse dyhr . ud over den 15 procent af landbrugsarealet , der skulle tage helt ud af drift , mene sf , at yderligere 9 procent af den nuværende landbrugsareal skulle omlægge til græs eller økologi . en central virkemiddel være indføring af en fuld klimaafgift på lavbundsjorde fra 2025 : ” vi komme kun i mål med omstilling af landbrug , hvis vi indføre en klimaafgift på lavbundsjord . og så skulle vi forsk meget meget i plantebaseret fødevare , så vi kunne få nedbrægge den animalsk produktion ” , sige pia olse dyhr . sf ville også gøre meget for at beskytte drikkevandet . derfor skulle der være forbud mod brug af sprøjtegifte og kemikalie på den 200.000 hektar jord , der ligge over den grundvand , der bruge til drikkevand : ” vores drikkevand herhjemme være unike , men det være også hårdt true . hvis den komme generation også skulle kunne drikke en glas ren vand , skulle vi beskytte den meget bedre . kemikalie og sprøjtegifte høre ikke hjemme i vores vand ” , sige pia olse dyhr . "
SF,""," sf ville have ny lov for natur . den grøn parti i folketing – sf , ø , r og å – komme nu med en klar krav til en komme regering : ville i have vores opbakning , skulle en lov om natur være en del af en ny regeringsgrundlag . lov skulle være inspirere af klimalov og opstille konkret , binde mål for natur : ” med klimalov og 70-procents-målsætning sætte vi en helt ny retning for danmark klimapolitik . vi skulle gøre den samme for vores natur , så vi kunne vende den katastrofal tilbagegang i dyre- og plantearte . derfor skulle naturen lov være en af grøn regerings helt stor prestigeprojekt ” , sige pia olse dyhr . den ny lov for natur skulle sikre , at danmark leve op til eu ’ s mål om 30 procent beskyttet natur – heraf 10 procent strengt beskyttet . derudover skulle biodiversitetsråd have en overvåge rolle , så vi sikre , at der blive handle – på linje med klimaråd rolle i forhold til klimapolitikk . det være helt nødvendig , at der handle nu , for tilbagegang i art have ikke være så stor , som den være i dag , siden dengang en asteroide udslette liv på jord : ” vi skulle stoppe den katastrofekurs , vi være på . Danmark ligge i bund i Europa , når det gælde beskyttet natur . fremtidig generation skulle også kunne opleve natur . opleve sanglærk kvidr i have eller spætt trommen i skov . så det være nu , der skulle handle ” , sige pia olse dyhr . den fire grøn parti være den samme , som gå sammen om 70 procents-målsætning inden valg i 2019 . i denne valgperiode have parti derudover stå sammen om at øge andel af urøre skov , etablere 15 naturnationalparke og forbedre havmiljøet . "
SF,""," sf ville have minimumsnormeringe i al institution . sf mene , der skulle afsætte knap en halv milliard til at sikre minimumsnormering i hver eneste vuggestue og børnehave . tal fra danmark statistik vise , at der i 2021 komme 1.800 mange voksen i daginstitutione , og at normering være forbedre i land børnehave , men for sf være det ikke nok . “ det gå fremad med normering i land børnehave og vuggestu , men det være ikke sikker , at al barn og deres forælder rent faktisk møde mange voksen , når de hver dag aflevere og hente i børnehav og vuggestue . det have vi en forpligtigelse til at sikre – for al den småbørnsforælder , der gå og gå på gade for at sikre mange voksen i vuggestu og børnehave , ” sige pia olse dyhr . sf ville derfor nu sørge for , at al i hel land få gavn af lov om minimumsnormering og opleve mange voksen . parti ville finde 400 million krone i råderum til normering i børnehøjde og altså helt ned på institutionsniveau i hver enkelt børnehave og vuggestue . at det ikke nødvendigvis ske i dag , skyldes lov om minimumsnormering . hvor 1 voksen til 6 barn i børnehav og 1 voksen til 3 barn i vuggestue være fastsætte og udregne på kommuneniveau som en gennemsnit . man ville altså kunne opleve , at nogen børnehave have en god normering , mens anden have en dårliger med få voksen . ” for den barn , der have brug ekstra eller særlig støtte , være det ekstrem vigtig med mange voksen , men det burde altid være en støtte udover minimumsnormering , så pædagog ikke flytte fra institution til institution , men der ansætte ny voksen , ” sige pia olse dyhr . parti have som en central krav blandt den 16 forhandlingskrav , at ’ minimumsnormering skulle bevare og udbygge i børnehøjde ’ . "
SF,""," stor milliardplan skulle bekæmpe mistrivselskrise . barn og unge mistrivsel skulle adressere på niveau med den økonomisk krise , inflation , den sikkerhedspolitisk krise og klimakrise . der skulle afsætte en stor milliardbeløb frem mod 2030 . Danmark opleve lige nu en trivselskrise . mange og mange mistriv – særlig barn og ung . krise have vokse sig stor nok til at være en kritisk udfordring for vores samfund . derfor skulle alvor klokkeklart afspejle sig i en komme regeringsgrundlag . ” det her blive en fuldstændig centralt tema for vi , også når valg skulle gøre op . udover den krise , verden have sætte vi i med voldsom prisstigning , have vi en enorm opgave som samfund i at sikre , at barn og ung trives , ” sige pia olse dyhr . trivsel blive en essentielt krav til socialdemokrati for sf . selvom der være komme penge en folkeskolemilliard og minimumsnormeringe i denne periode , være vi slet ikke i mål . ” jeg måtte på den kraftig advar mod en regering over midte . den advarsel handle ikke mindst om barn . der blive allerede tale vidt og bred blandt parti om skattelettelse , og jeg frygte , at børne- og ungedagsord ville blive fuldstændig glemme . det hverken kunne eller ville vi på nogen måde acceptere ” sige pia olse dyhr . sf ville afsætte 660 million krone i 2023 vokse til knap 7 milliard krone i 2030 . i al ville parti over den komme otte år i år fra 2023-2030 investere knap 35 milliard krone i at bekæmpe mistrivselskrisen . penge skulle findes i den fri råderum . ” mistrivsl påvirke og belaste allerede daginstitutione , fritidstilbud , skole og uddannelse , og det være en bombe under fremtid arbejdsmarked . trivselskrise og konsekvens presse psykiatri . allerede i dag være psykiatri overbelaste og kunne ikke give den fornødn hjælp . alarmklokke burde bimle og bamle hos di , de og da , ” sige pia olse dyhr . sf foreslå en ny og massivt arbejde sætte i gang i tre trin og over den komme otte år frem mod 2030 . det ligge udover og i forlængelse af aftale om en 10-årsplan på psykiatriområd . dels foreslå sf en akut indsats med tiltag her og nu for at forbedre ramm og sikker , at få barn og ung og ramme af mistrivsel og psykisk lidelse som stress , angst og depression og i sted gribe og hjælpe i opløb . dels foreslå sf en kommission , der løbende skulle afrapportere om forslag og tiltag over den komme otte år med en substantiel beløb til ren faktisk at føre arbejde ud i liv . 1 ) en række konkret indsats sætte i gang her og nu . det skulle være en løft af den ramme , hvor barn og ung færdes – i første omgang i daginstitution og folkeskole . så der allerede nu sætte gang i : – minimumsnormeringe i hver eneste institution – klasseloft på 24 elev i klasse – frihedspulje til folkeskole sf ville sikre en ret til hurtig hjælp for barn , der udvise tegn på mistrivsel samt forkorte venteliste til den gratis ret til psykologhjælp for ung markant . for mange få det i dag slem , mens de vente på hjælp . en del af det være der finde penge til i psykiatriaftale . 2 ) en kommission nedsætte brede sammensætte af ekspert , faggruppe , organisation og ung , der skulle komme med oplæg og forslag til sundhedsministeri , socialministeriet , børne- og undervisningsministeri etc. sf se , at det på ungeområd , hvor den ung også selv komme til at spille ind via kommission , kunne være tiltag som : – at erstatte afslutningseksamine med en overgangsprøve , hvor elev kunne prøve forskellig uddannelse af frem for at dumpe i folkeskole . – en ny karakterskala , hvor der være en lille spring mellem karakter . – meget tid til feedback , undervisning og vejledning på tværs af al uddannelse – og på erhvervsskol opgrader material . – mere fleksibilit ind i hverdag og studielive for ung og fjern den sidste rest af fremdriftsreformen ; herunder den bonus , universiteter få , hvis de når mål om at få tilstrækkeligt mange studere igennem på normere tid , som dog reelt være en økonomisk straf , universiteter – og i sidste ende den studere – mødes med , hvis de ikke når mål . 3 ) en stor pulje af penge reservere , så der kunne følges løbende op på kommissione anbefaling og føre de ud i liv , særligt tiltag for den ung . mange kommission begrænse af en krav om , at de ikke måtte koste penge , men det være urealistisk at sikre god trivsel , uden at det koste . her ville over halvdel af milliard i 2030 være til rådighed , men der allerede fra 2024 være mulighed for at prioritere i en ramme på en milliard . kommission burde understøtte af minist for barn og ung trivsel , som sf tidligere have foreslå ved at udvide børne- og undervisningsministeri med ansvarsområde for barn og unge mental trivsel . minister skulle sikre den samle indsats på tværs af ressortområd ; folkeskole , daginstitutione , psykiatri , social- og sundhedsområde mv. og den anden ministeri . "
SF,""," sf ville beskatte virksomhed uden overenskomst . den dansk ” flexsecurity”-model være med rette vidt berømme . det være en model , der kombinere en fleksibel arbejdsmarked med ordne forhold med få arbejdskonflikt og social tryghed . men det være også en model , der være true fra mange side . ” vi kunne ikke tage den dansk model for givet . den være udfordre i den her år , og der have vi en politisk ansvar , fordi god , dansk løn- og arbejdsvilkår være forudsætning for en stærk velfærdssamfund og fungere som en stopklods for den stige ulighed ” i en udspil foreslå sf blandt anden at beskatte virksomhed uden overenskomst . der være brug for at lukke hulle i den social sikkerhedsnet , der være brug for at gøre nogen for den for mange , der reel , men ikke formelt være lønmodtag – og derfor ikke være sikre lønmodtagerrettighed . der være samtidig brug for at sikre , at medlemstilbagegang i fagbevægels vende til fremgang , for uden en høj organisationsprocent skride hel grundlag for en model , der være basere på fornuftig forhandling og overenskomste . sf foreslå : "
SF,""," sf kræve milliardstor inflationspakke i regeringsgrundlag . vinterpakken , som en bred politisk flertal netop have vedtage , være ikke nok . der være brug for yderligere markan inflationshjælp i milliardklasse , og det skulle med i en ny rød og grøn regeringsgrundlag , lyde det fra sf ’ s formand pia olse dyhr i en debatindlæg i avis Danmark . ” det være ikke champagne , charterrejse eller ny cykeltøj , folk måtte give afkald på , som følge af inflation . det handle om regning så stor , at folk risikere at gå fra hus og hjem , ” sige pia olse dyhr . ” der være en utryghed og en uvished i familie og dansk hjem i hel land , om man have en varm hjem at komme hjem til ? råd til aftensmad vinter , til medicin . kunne man komme på arbejde med dyr benzin særligt i den område uden solid kollektiv transportmulighed , ” sige pia olse dyhr . der skulle derfor finansiere hjælp til blandt_andet studerende , kontanthjælpsmodtagere og fattig børnefamili . penge skulle hente fra en særskat på overnormal profit på rederie , herunder mærsk , der forvente en stor trecifre milliardoverskud som følge af høj fragtprise . sf ville med særskatten hente en sted over 10 milliard krone det følge en af den bære princippe i vores velfærdssamfund : at den bred skulder bære den tunge læs . de , der tjene på krise , skulle selvfølgelig bidrage til at holde hånd under fællesskab . det være sf ’ s rettesnor gennem krise , og det være både økonomisk og socialt ansvarligt . ” vi måtte ikke puste til inflation , ville nogen måske sige . og det være klar , at vi skulle træde varsomt . men vi skulle ikke være så bange for inflation , at vi ignorere den menneskelig tragedi , som ville finde sted , hvis vi ikke handle . vi måtte ikke glemme , at den dansk økonomi være sund . Europa være på vej væk fra russisk gas , og krise vare ikke evigt , ” sige pia olse dyhr . med melding understrege pia olse dyhr , at den komme valg burde handle om , hvem dansker tro ville have den sikr greb om ror i denne krisetid . hvem man tro bedst kunne samarbejde om at finde løsning , der være socialt afbalancere , så det ikke være de i forvej hårdest økonomisk presse dansker , der sende ud i mørk . det ville sf have med i en inflationspakke via en særskat på rederi med overnormal profit , der kunne sikre over 10 milliard krone : "
SF,""," en ny grøn regering skulle kræve markant reduktion fra landbrug . ingen regering på sf ’ s mandat med en vissengrøn politik . pia olse dyhr ville have sikkerhed for klimamål samt sætte en ny og mere ambitiøs mål om co2-neutralit senest i 2040 . ” fra 2040 skulle vi som land ikke længe overtrække på klode ressourcer , men derimod give tilbage og levere en positiv bidrag til den , ” sige sf-formand pia olse dyhr . det kræve markant reduktion fra landbrug , simpelthen fordi landbrug være den stor udleder af klimagasse . sf kunne derfor ikke se sig selv forhandle en ny regeringsgrundlag , hvor der ikke stille ny markant krav til netop landbrug . ” landbrug være allerede danmark klart stor klimasynd , og hvis vi ikke gøre nogen , ville det om cirka ti år stå for halvdel af danmark udledninge , ” sige pia olse dyhr . det skulle der til for at nå sf ’ s krav : – krav om reduktion på 9-10 million ton co2eq . der ligge allerede aftale reduktione på cirka 5 mio ton frem mod 2030 , så sf kræve altså næsten en fordobling . parti lægge op til : en klimaafgift på 750 krone per ton co2eq ville i høj grad fremme en række af den nævne tiltag , men kunne ikke nødvendigvis stå alene . der være for_eksempel også brug for at udnytte eu ’ s landbrugsstøte til at give incitament til den grøn klimaomstilling i landbrug , herunder etablering af ny skov . og det kunne vise sig , at en effektiv klimaafgift føre til en anden sammensætning af virkemiddel end ovenfor . "
SF,""," sf ville fjerne gasafgift over vinter . krise komme til at koste Danmark og al borger dyr , men nogen ramme meget hård end anden . det gælde særligt den dansker , der opvarme via gas . derfor foreslå sf , at afgifte på gas helt nulstille i fyringssæson . ” når temperatur falde , og vi gå den koldere måned i møde , blive vi nødt til at hjælpe den dansker , hvor opvarmning blive dyrest . det ville den gøre , den sted , hvor gas desværre stadig være opvarmningskilde , og det ikke være den menneske skyld , at der nu være knaphed på gas og pris eksplodere , ” sige pia olse dyhr . en fjernelse af afgifte ville betyde 4.000-6.000 krone til husstand alt efter bolig forbrug . ” det holde ikke folk skadesfri , det kunne vi ikke i den her tid , men det ville kunne hjælpe med en bid af regning over vinter . der være det ikke nok , at vi have sænke elagif , der højst give folk omkring cirka 330 krone om måned , eller at folk kunne udskyde deres regning over den komme år , når den være så høj , som den være , ” sige pia olse dyhr . forslag om en nulstilling af gasafgift skulle hænge tæt sammen med omstilling fra gas til varmepump eller fjernvarme , hvor der løbende skulle sikre den nødvendig ressource i pulje og lånemulighed til det . økonomi sf ’ s god bud være , at det ville koste cirka 2 milliard krone at nulstille gasafgift i fyringssæson 2022-23 . der være usikkerhed dels på , hvor stor del af forbrug der ligge i fyringssæson ( det være formentlig 75-85 % ) , dels hvor stor tilbageløb være . den 2 milliard krone kunne finansiere af en særskat på mærsk og rederie , der have tjene overnormale profitt . "
SF,""," sf true med at forlade forhandling om psykiatri – der mangle penge . sf kunne ikke acceptere , at regering ikke ville finde penge til psykiatri . derfor meddeler Jacob Mark , at sf forlade forhandling , hvis ikke der komme penge på bord . ” jeg have meddele sundhedsminist magnus heunicke ( s ) , at hvis der ikke komme penge fredag , give det ingen mening for sf at deltage i forhandling « , sige parti gruppenæstformand og børneordføre , jacob Mark , der sammen med psykiatriordføre Trine torp møde op til forhandling med en klar ønske om en forpligtende beløb , ” sige jacob mark . det være dybt frustrerende og svær at se , at der kunne ske den nødvendig forandring på ventetid for udredning , afvisning af henvisning og nedbringelse af genindlæggels , hvis ikke område få en substantiel løft på mindst 500 million krone på denne finanslov og håndslag om at forpligte hinanden på at finde penge over den komme ti år . ” uden forpligtelse og penge være udspille fra regering jo kun intetsige overskrift . det være ret vildt , ” sige jacob mark . samtidig understrege sf behov for at tænke forebyggelse og barn og unge mistrivsel med ind . sf have tidligere op til forhandling kræve , at mange minister komme ind over . ” der være både brug for ressource , men også en anden måde at tænke psykiatri på . for nogen uge siden være 1000 ppr-psykologer ude at slå alarm og komme med god forslag til , hvordan vi kunne sikre at vores barn og ung få det godt . den forslag skulle med , ” sige jacob mark . "
